County,Age65AndOlderPct2020,AvgHHSize,Ed1LessThanHSPct,Ed5CollegePlusPct,Net_InterMigrationRate_2020_2021,OwnHomePct,Under18Pct2020,PctEmpChange2021,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrans,PctEmpServices,PctEmpTrade,UnempRate2021,Deep_Pov_All,Median_HH_Inc_ACS,PerCapitaInc,Poverty_Rate_ACS,POPESTIMATE2021,PopDensity2020
United States,16.33,2.6,11.13,33.67,0.07,64.63,22.06,3.3,1.201674306,0.457961719,6.804088111,10.02216341,5.654194956,49.14160969,13.44038094,5.4,5.777384811,69021,37638,12.63185031,331893745,93.81
Alabama,17.21,2.57,12.6,26.67,0.02,69.39,22.04,2.3,1.003451882,0.375966658,6.891479883,14.17811121,5.649943389,45.46624788,14.07556231,3.4,7.077315889,54943,30458,15.78512663,5039877,99.20
Autauga,15.67,2.64,10.42,28.13,0.01,74.25,24.29,2.5,0.579799776,0.193266592,7.181786556,12.08689266,4.45672761,44.29670287,14.78489428,2.8,6.2502163,62660,30968,13.57847378,59095,98.92
Baldwin,20.93,2.57,8.99,32.45,0.03,77.12,21.27,4,1.534009792,0.216543544,8.686653827,9.465635689,4.650895398,45.3131737,16.50138454,3,4.043401319,64346,35384,9.204904993,239294,145.78
Barbour,19.68,2.45,24.33,11.15,0,62.21,20.18,-3.4,5.478331971,0,4.590585212,25.4175914,6.366078729,35.79021142,10.75808901,5.7,12.82696629,36422,21325,26.47191011,24964,28.50
Bibb,16.57,2.96,19.46,11.91,0.01,78.78,21.35,2.3,1.398516357,2.237626171,11.62592728,13.48656208,5.630548462,37.91803478,14.6418582,3.5,9.076190476,54277,24787,16.94285714,22477,35.81
Blount,18.46,2.74,16.35,14.9,0,79.18,23.22,2.3,1.456030358,0.37122587,9.52400594,17.03514272,7.556508827,39.4984326,15.88434252,2.4,5.291223017,52830,27309,13.23663049,59041,91.70
Bullock,17.05,2.92,22.39,11.69,0.01,64.93,19.32,-3.5,4.085908853,0.314300681,4.793085385,42.64012572,2.776322682,25.90361446,6.652697748,4,10.1937828,29063,21012,30.9345983,10320,16.63
Butler,20.67,2.89,14.44,14.04,0.02,72.39,21.77,-0.2,2.391965112,0.066076384,4.387471918,24.79185939,4.889652438,39.92335139,11.77481168,5.3,6.66136725,45236,23897,18.17700053,18884,24.52
Calhoun,17.97,2.56,14.79,19.53,0,70.98,20.74,1.9,0.658203085,0.303629287,5.218755731,18.07918815,4.462739185,43.72669289,15.30780674,4.1,8.329655586,50977,26440,17.53843981,115972,192.18
Chambers,20.01,2.61,17.22,13.65,0.06,69.26,20.08,1.9,2.216048585,0.051686264,4.72929319,30.70810182,4.74867554,39.24925701,9.910841194,3.7,5.091703057,47232,24840,15.0713246,34541,58.29
Cherokee,23.55,2.55,20.18,12.82,0,78.49,19.23,4,3.410251174,0,9.832550541,20.59424137,6.86134368,38.23769655,11.87461711,2.5,5.073789487,43475,26867,14.97337074,24996,45.11
Chilton,16.97,2.68,18.24,13.54,0,73.79,23.61,2.2,0.570944036,1.317128321,16.15036744,14.60146976,5.313736574,33.37478802,16.65912945,2.9,6.004524887,56243,26426,15.7239819,45274,64.97
Choctaw,23.22,2.42,19.42,11.71,-0.01,83.32,19.72,0.9,6.311637081,2.958579882,9.489371028,16.61187815,6.136313829,34.42910366,15.82292352,4.4,9.402523209,38581,25163,21.56629374,12533,13.86
Clarke,20.23,2.79,17.78,13.89,0,72.52,20.96,2.1,3.526004282,0.226671704,9.62095454,14.78403224,8.034252613,37.42601687,15.5773832,6,10.55722302,44108,25263,21.90612902,22760,18.64
Clay,20.79,2.59,16.99,13.38,0,76.51,20.63,1.1,2.466408982,0,8.724461623,27.53543162,6.055586232,31.52954169,13.36278299,2.7,5.59902376,45163,26255,16.92627952,14190,23.57
Cleburne,19.8,2.66,16.94,16.38,0.01,77.21,22.82,3.3,2.444521498,0,13.38418863,21.01248266,3.918169209,35.36754508,13.43619972,2.6,5.333154218,48333,27026,14.17920473,15103,26.88
Coffee,17.1,2.56,13.64,22.68,0.04,69.11,23.74,1.5,2.959429418,0.314931456,4.81659874,9.934234902,10.99018155,43.16413486,13.46331975,2.8,7.327981651,59034,29688,15.94036697,54174,78.74
Colbert,19.93,2.49,13.2,17.86,0.03,72.1,21.23,1.7,0.931739113,0.823769345,8.653576998,19.22661655,6.362218579,41.30843364,13.38425241,4,6.957759004,52017,28090,15.13205869,57474,96.51
Conecuh,23.3,2.8,12.43,12.45,0,78.53,20.01,-1.2,2.856439301,0,5.368135927,26.10194533,5.072642206,31.56857917,13.64196011,4.8,6.833674165,37986,22841,12.96864349,11328,13.64
Coosa,23.97,2.63,14.91,11.21,0,80.6,17.18,1.3,1.041666667,2.010658915,9.035852713,23.88565891,5.402131783,34.68992248,16.08527132,3.1,4.232488823,50013,26718,11.14754098,10450,15.96
Covington,21.26,2.57,14.82,15.81,0,74.71,21.78,1.8,4.354443783,1.336774535,6.895638939,14.3802528,8.655946,40.39441466,12.94421283,3,8.024121258,46186,26138,18.03933286,37524,36.46
Crenshaw,19.36,2.82,18.77,16.42,0,75.07,21.48,-0.7,4.133971292,0.4784689,6.33492823,22.67942584,7.751196172,33.37799043,14.66028708,3.3,4.846860643,43103,28097,13.10107198,13083,21.67
Cullman,18.57,2.61,15.79,16.48,0.01,74.59,22.34,2.6,2.040816327,0.150403236,10.34670539,15.6782408,5.723102456,40.84744444,16.26170163,2.4,5.725403647,52690,26508,12.21860843,89496,119.59
Dale,17.3,2.47,15.16,18.68,0.04,59.67,22.86,2.3,2.039184326,0.142800023,7.025761124,10.5957617,10.74427372,42.10887074,15.99931456,3.1,8.868980495,50052,26469,16.71052082,49342,87.91
Dallas,18.89,2.69,14.09,16.11,0.01,60.76,23.01,-1.3,1.011940903,0.37779127,4.67516697,24.29332794,4.735883424,40.18754638,13.1147541,7.4,8.905423623,34957,20748,24.30519548,37619,39.30
DeKalb,17.39,2.76,21.79,14.43,0.05,73.45,24.7,2,2.78687429,0.016707879,8.390697053,26.31491011,7.498496291,34.72231504,10.93697788,2.5,7.162382268,44037,23947,20.57219744,71813,92.15
Elmore,15.83,2.61,12.36,24.56,0.01,75.63,21.56,2.5,0.877239478,0.40019082,6.922506096,10.91911375,5.759037422,43.35842256,15.00318032,2.7,4.048460128,67597,31185,10.28199619,89304,142.24
Escambia,18.18,2.64,18.26,12.55,0,66.66,22.26,-1.4,2.160160469,0.740626447,6.59620429,15.36028391,4.250887209,42.01512112,17.44329579,4.1,12.29800135,38464,19581,23.48629794,36699,38.88
Etowah,19.09,2.67,13.8,18.01,0.03,73.01,21.57,-0.7,0.503916808,0.107654954,7.061706904,17.49965642,4.565028174,45.62508589,15.74969078,4.1,6.214308065,46984,26026,16.01345537,103162,193.30
Fayette,21.44,2.59,16.97,11.84,0.01,75.05,21.63,2.5,1.001112347,0.810424281,4.481169554,25.94946766,6.324487526,37.47020499,16.98712856,3.1,9.359269157,43960,24268,21.33490771,16148,26.00
Franklin,16.79,2.91,20.5,14.27,0.1,70.5,25.48,0.7,1.993712139,0.099685607,9.738516985,33.11862587,5.152979066,31.71535925,11.11877923,2.5,6.734049274,43633,22500,18.06696147,32013,50.66
Geneva,20.58,2.56,17.51,13.49,0.01,73.95,21.9,1.6,3.576537911,0.209823558,8.078206962,13.37148307,8.431092036,40.35288507,17.33905579,2.8,5.254958584,43581,23338,23.51242496,26701,46.41
Greene,23.49,2.72,15.56,12.7,0,69.32,21.47,-1.1,2.765185857,0,12.51133273,24.16137806,3.309156845,28.78513146,7.479601088,6.9,14.9928913,28826,16282,39.79578648,7629,11.95
Hale,19.61,2.85,18.73,15.79,0.01,77.99,22.33,0.4,3.338867368,0,4.021398266,19.8487364,4.316546763,48.3490131,15.58752998,5.7,7.956339672,32294,20849,24.9124734,14754,22.96
Henry,22.97,2.64,18.69,21.58,0,84.12,20.44,1.9,3.884588318,0.070372977,4.644616467,12.35749472,7.811400422,47.82547502,15.51020408,3.2,6.585497511,55870,28304,14.39453008,17459,30.52
Houston,18.09,2.56,12.24,22.23,0.01,65.52,22.91,2,1.048338837,0.024379973,6.325494803,9.031671801,8.55958687,47.77144884,17.42503158,3.4,7.77083868,50222,29388,17.66523132,107458,184.89
Jackson,20.51,2.56,17.57,16.1,0,75.6,20.56,2.7,1.199838677,0.030248034,7.919943537,26.05363985,4.895140149,40.12401694,11.67574108,2.9,5.55865331,43785,25153,17.61233633,52773,48.77
Jefferson,16.18,2.49,9.04,34.66,0.02,63.88,21.88,2.5,0.222686061,0.330458324,5.215917833,9.341453043,5.802172975,50.33289294,13.5104867,3.6,7.317955594,58330,34860,15.89747566,667820,607.02
Lamar,21.89,2.57,17.54,9.95,0,72.32,21.14,0.9,2.250984806,0.675295442,4.370662165,29.46914275,2.344775839,33.74601388,14.76270869,3,5.464082763,43324,22678,16.27568119,13689,23.10
Lauderdale,20.24,2.41,11.31,25.48,0.02,66.94,19.94,1.8,0.750339439,0.092899169,7.046044639,14.02301041,5.523927491,44.12948715,18.2272933,3.2,5.744562186,50000,29667,13.30227573,94043,140.06
Lawrence,18.78,2.63,16.77,15.29,0,78.32,21.75,1.6,1.279505846,0,8.199132289,22.50900802,6.478417531,37.07625561,17.5233473,2.9,5.619486585,51712,26810,15.38414578,33090,47.88
Lee,12.53,2.63,8.62,38.62,0.07,64.06,21.69,3.3,0.344006351,0.215476506,5.620030494,11.93059388,4.590531635,53.30208294,12.83912348,2.8,11.49324918,57191,30680,19.92484373,177218,286.80
Limestone,15.28,2.59,13.48,28.39,0.02,78.06,23.03,3.9,1.592974351,0.237529691,8.470439539,18.24620279,4.284251128,42.84686962,13.13168733,2.5,5.007457045,70736,33428,11.48487139,107517,184.96
Lowndes,19.53,2.64,15.26,15.1,0,76.69,19.67,2.1,4.183757178,0.765654908,5.168170632,24.20016407,8.394859174,35.3841947,14.57478808,9.2,9.271458067,31961,21936,21.48264674,9965,14.40
Macon,20.69,2.42,16.48,21.24,-0.02,65.91,16.93,2,1.323251418,0.472589792,3.74021064,12.48987308,4.968944099,58.0205239,8.452605995,6,10.97475456,39303,22542,22.15404395,18895,32.09
Madison,15.15,2.38,8.03,44.29,0.02,67.4,21.64,4,0.350979974,0.157115467,5.420217299,11.9977631,3.910311035,51.188219,12.47816361,2.7,4.88084745,71153,40223,10.90565612,395211,484.22
Marengo,20.02,2.65,13.42,19.7,0.01,70.97,22.1,0.9,2.790254526,0.408329931,7.390771744,18.07540493,5.526065061,41.69048591,12.9576698,4.2,7.736045905,35379,27823,22.31611894,18996,19.78
Marion,21.04,2.59,18.67,12.61,0.02,73.75,20.71,3.2,1.458422175,0.614072495,8.921108742,20.6652452,7.718550107,37.62899787,12.3326226,2.8,5.282274803,44551,23093,17.47613117,29246,39.52
Marshall,16.98,2.71,16.48,21.39,0.03,74.84,24.67,2.2,1.62152795,0.094073377,8.568104174,20.90409467,5.451304649,38.48838936,14.71753231,2.4,8.119065734,52938,27333,17.67642553,98228,172.51
Mobile,16.58,2.58,12.14,23.92,0.03,63.54,22.99,2.5,0.710693323,0.519964125,7.584891523,12.17260992,6.288387089,47.36271471,13.86816979,4.7,8.012691723,51169,27942,17.56578625,413073,337.41
Monroe,20.99,2.71,17.6,12.89,0,72.43,21.29,0,4.274292743,0.138376384,5.565805658,19.32656827,5.227552276,37.65375154,17.38929889,5.6,11.86918239,32631,21648,22.16855346,19648,19.28
Montgomery,15.5,2.49,12.27,33.36,0.05,57.21,22.51,2.5,0.403981383,0.022163567,4.428683686,11.9814229,5.417984727,48.2057585,12.84580202,4.9,8.983484679,52511,30100,19.62438045,227434,291.53
Morgan,17.72,2.54,15.32,22.76,0.01,71.99,22.63,1.7,1.20782387,0.087469525,8.361714403,21.2606778,4.302756221,41.78437832,14.2984758,2.6,5.695330145,56128,30412,14.5883154,123668,212.92
Perry,20.15,2.77,21.37,18.9,0,72.85,20.81,-3,2.413087935,0,4.703476483,15.33742331,8.302658487,54.5603272,11.00204499,8.3,8.900987592,27057,15484,35.6925804,8355,11.83
Pickens,19.28,2.5,16.73,13.3,0.02,76.23,19.22,0.9,2.030162413,0,10.02030162,20.89617169,8.584686775,36.78944316,12.26798144,4.1,6.676912568,43389,23896,22.67190346,18801,21.70
Pike,15.31,2.73,12.71,27.75,0.09,61.73,18.78,3.5,1.184520306,0.139788111,4.789582107,15.25897587,8.225426722,41.68628605,17.39258387,3.2,14.11154262,40106,24960,23.77920672,32991,49.12
Randolph,20.76,2.5,19.72,16.22,0,79.77,21.41,1,3.879310345,0,7.495210728,23.76676245,6.657088123,34.6144636,13.60153257,2.7,8.940397351,47081,26926,18.22124802,21989,37.84
Russell,14.62,2.51,14.75,17.27,0.02,61.97,24.5,0.5,1.659878246,0,6.63513336,14.47904349,6.297902159,39.86335567,15.60022774,3.1,11.36807874,44065,24871,21.94392071,58722,92.30
St. Clair,16.98,2.66,13.99,18.49,0.01,79.97,23.06,2.4,0.190147364,0.170131852,10.54817484,14.00085066,6.132252496,43.02584503,13.38287173,2.6,4.273117282,65070,29803,12.05415256,92748,144.25
Shelby,15.9,2.65,6.38,44.79,0.05,80.94,23.56,2.5,0.304205029,0.499829502,7.131319658,7.978427466,6.067948097,46.84577972,14.6574777,2.1,3.539794535,82592,42106,6.982142447,226902,283.95
Sumter,19.24,2.44,12.73,19.47,0.06,65.93,19.69,-2.1,2.765082267,0,5.758683729,13.34552102,4.044789762,50.34277879,14.80804388,4.5,12.36909871,27099,17481,31.55364807,12164,13.66
Talladega,18.34,2.46,17.11,15.93,0.01,70.85,20.85,1.8,0.992916576,0.760926722,6.443131554,19.76862879,6.848340499,40.5982245,13.91320486,4.1,8.923202886,45400,24997,18.63190349,81524,111.49
Tallapoosa,22.2,2.48,18.44,18.07,0.01,76.31,20.09,2.2,0.770250647,0.391438854,8.592714187,22.62769114,5.322305701,39.18176653,13.8960793,4,8.600486403,50652,27110,16.77352789,41023,57.65
Tuscaloosa,13.7,2.62,10.36,30.64,0.03,63.2,21.15,1.3,0.51767378,0.759002508,7.184024985,14.82610136,4.295651351,50.70174608,13.07433871,3.6,8.386679841,57508,29479,15.8039908,227007,171.89
Walker,19.57,2.61,17.71,14.09,0.02,76.9,20.93,2.5,0.826932121,4.248314783,6.862360872,13.12509798,7.121022104,41.78946543,16.29957674,3.6,7.203568913,47442,26127,16.93198716,64818,82.60
Washington,19.85,2.94,13.83,13.56,0.01,91.35,21.49,0.2,2.609838528,1.483289523,8.862185505,21.83627488,9.556890725,35.46751784,11.45324822,4.7,8.315523606,44512,28585,16.68285733,15147,14.25
Wilcox,20.35,2.89,20.76,10.97,0.03,77.36,22.08,-3.9,5.47024952,2.559181062,7.485604607,21.3371721,6.973768394,35.31669866,11.22840691,11,9.18924093,36385,19231,27.41456878,10446,11.94
Winston,21.96,2.53,20.69,13.46,0,79.9,20.28,1,1.26927515,0.734291409,8.580719606,21.57767754,11.38151684,31.09199622,16.02853247,2.8,8.666122168,46096,25624,19.30103598,23652,38.40
Alaska,12.68,2.72,6.74,30.59,0.07,65.71,24.46,4.4,1.732986087,2.769706848,6.878203765,3.812628446,9.197316514,46.32644745,11.9758817,6.4,4.998984822,80287,39236,10.4321319,732673,1.28
Aleutian Islands,,,,,,,,,,,,,,,,,,,,,,
Aleutians East,10.7,2.67,15.28,15.94,0.5,61.82,8.77,3.6,9.7605061,0,1.03931315,47.31134207,4.563940353,16.58382286,3.117939449,2.3,3.888070692,72258,36157,13.37260677,3398,0.49
Aleutians West,7.65,4.07,8.96,16.81,0.61,30.28,12.48,-4.4,1.121751026,0.164158687,5.526675787,29.52120383,16.88098495,16.71682627,17.37346101,3.6,3.478785441,90708,43599,8.345063342,5059,1.19
Anchorage,11.83,2.68,5.84,36.77,0.1,62.88,23.46,4.3,0.387280599,2.064343905,5.322341941,2.453007649,9.978007995,50.29460988,12.85494958,5.8,4.126593603,88871,43125,9.149938493,288121,170.64
Bethel,8.01,3.88,18.03,12.73,0.02,57.32,35.02,-1.5,0.898667493,1.394484041,3.036876356,1.564920979,10.59807871,45.10381159,9.947319492,13.1,12.26467026,57460,22295,28.54783662,18557,0.46
Bristol Bay,18.48,2.42,5.29,22.08,0,53.33,22.04,17.1,2.483069977,0,4.288939052,7.449209932,16.4785553,38.37471783,6.546275395,5.6,1.090909091,81563,44755,3.515151515,838,1.75
Chugach,13.77,2.63,4.58,30.75,0.04,67.98,23.18,7.1,10.11956839,2.070574512,3.966170895,7.407407407,11.11111111,36.39545057,12.56926218,6.7,2.719907407,87868,43311,4.065393519,6941,0.75
Copper River,18.3,2.76,5.91,29.76,0.08,74.63,22.39,7.1,1.192660551,1.743119266,10,4.403669725,5.963302752,36.60550459,11.83486239,8.9,6.49102711,67439,33894,11.3783887,2630,0.11
Denali,12.04,2.37,1.63,39.43,0.5,83.8,20.26,44,0.331345262,5.964214712,4.970178926,3.976143141,31.67660702,36.713055,9.410205434,10.1,10.44214487,78750,36412,15.710254,1593,0.13
Dillingham,10.69,3.3,13.46,19.56,0,63.7,31.67,-0.1,5.308310992,3.324396783,3.002680965,0.268096515,7.989276139,49.59785523,12.33243968,8.2,7.868177137,62115,27890,18.04325438,4772,0.26
Fairbanks North Star,11.38,2.64,5.53,32.56,0.02,58.82,23.95,3.5,1.288507459,2.853630281,8.18024919,1.889022862,8.170792255,49.00347542,11.64148758,5,3.20372281,78321,39820,6.387026051,95593,13.04
Haines,23.17,2.66,2.31,25.65,0,68.82,18.17,6.3,1.360544218,0.793650794,17.80045351,4.195011338,4.988662132,41.49659864,10.430839,11.3,9.507722008,63355,32128,16.74710425,2071,0.89
Hoonah-Angoon,24.1,2.7,6.26,22.34,0.04,75.22,21.99,15.5,8.088888889,2.133333333,6.044444444,3.911111111,7.022222222,41.95555556,6.577777778,9.3,2.837489252,55990,36787,8.813413586,2332,0.36
Juneau ,14.4,2.46,4.6,40.06,0.07,64.74,21.35,5.1,3.137614679,1.981651376,7.009174312,3.155963303,7.565749236,39.6146789,7.614678899,4.7,3.58972747,90126,45607,7.207745261,31973,11.93
Kenai Peninsula,18.67,2.52,6.05,27.37,0.03,76.51,21.79,7.5,3.505004255,4.635520078,8.420114267,3.65898132,6.629117874,47.08861785,11.52396775,7.3,6.374917446,70609,37473,11.85129827,59767,3.67
Ketchikan Gateway,16.65,2.5,6.03,26.39,0.06,65.39,22.18,5.1,3.837342497,0.343642612,6.056701031,5.040091638,11.22565865,43.32760596,12.65750286,7.4,4.906372478,77820,40534,9.355494266,13754,2.87
Kodiak Island,12.04,2.91,9.51,29.18,0.31,53.83,24.63,-0.7,6.749156356,0.224971879,4.306604532,20.90631528,7.681182709,37.84348385,10.71830307,6.4,2.646604938,83765,35751,7.762345679,12787,1.96
Kusilvak,6.48,4.42,20.44,2.92,0,73.11,40.88,3.5,0.752212389,7.03539823,2.654867257,5.044247788,8.451327434,41.59292035,11.90265487,19.9,18.1411651,37975,15417,36.64491177,8360,0.49
Lake and Peninsula,11.52,2.76,10.73,22.24,0.07,64.89,30.56,8.8,0.915331808,4.805491991,1.830663616,3.661327231,9.153318078,45.99542334,3.203661327,8.9,6.160164271,49688,27130,15.70841889,1416,0.06
Matanuska-Susitna,12.71,2.76,6.28,23.71,0.03,76.66,27.08,4.4,1.484450216,3.499541007,12.71970087,2.686787721,7.690929853,43.52596109,13.32422811,6.8,5.476621028,79300,35929,10.65663959,110686,4.33
Nome,8.24,3.48,12.36,18.37,0.01,62.53,32.8,5.3,0.439198463,1.180345869,2.93713972,1.427395004,11.36426023,52.09991765,8.564370025,9.7,10.52142488,63977,25736,21.86886939,9865,0.44
North Slope,7.5,3.79,12.34,15.6,0.06,48.93,25.85,-8,0.953702098,17.34003815,5.115311254,7.49089648,12.71024796,32.56459164,5.774232703,6.3,4.396325459,83992,47585,8.558305212,10972,0.12
Northwest Arctic,7.58,4.18,15.69,14.43,0.01,59.05,36.02,0.3,0.873860182,5.775075988,4.179331307,0.683890578,11.32218845,49.62006079,8.130699088,11.5,11.31585777,68654,26748,20.50350376,7560,0.22
Petersburg,19.86,2.72,8.51,28.41,0.03,68.7,20.98,15.9,12.71820449,0.06234414,6.421446384,11.03491272,6.047381546,40.96009975,15.33665835,7,2.354694486,71696,35280,4.76900149,3356,1.17
Prince of Wales-Hyder,18.65,2.51,7.65,19.2,0,74.55,23.81,1.8,9.482758621,1.311844078,5.584707646,4.685157421,8.470764618,40.32983508,12.14392804,8,7.286130636,55857,30574,17.26384365,5729,1.09
Prince of Wales-Outer Ketchikan,,,,,,,,,,,,,,,,,,,,,,
Sitka ,16.55,2.41,5.19,33.25,0.05,63.42,20.62,12.4,6.913073238,0.616016427,5.224731919,6.114533425,7.0727812,46.84006388,13.00479124,4.5,3.095380924,82083,39792,6.874625075,8407,2.95
Skagway,15.08,2.95,9.51,25.05,0.08,62.05,19.92,6,0.122100122,0,6.593406593,6.837606838,16.48351648,42.49084249,11.47741148,14.2,2.182091798,75000,43562,4.815650865,1132,2.86
Skagway-Hoonah-Angoon,,,,,,,,,,,,,,,,,,,,,,
Southeast Fairbanks,15.47,3.11,7.43,19.35,0.12,72.17,23.28,10.6,5.62187139,7.239122064,7.701193685,4.235656527,7.354639969,36.23411629,9.819021948,6.6,6.257378985,68634,31546,11.40791027,6970,0.27
Valdez-Cordova,,,,,,,,,,,,,,,,,,,,,,
Wrangell ,25.25,2.51,15.23,15.16,0,64.37,19.75,0.9,8.634020619,0.128865979,8.505154639,10.30927835,7.087628866,37.11340206,9.536082474,7.5,8.127043438,54891,31069,12.05044372,2055,0.83
Wrangell-Petersburg,,,,,,,,,,,,,,,,,,,,,,
Yakutat ,19.34,2.31,5.41,10.31,0,48.61,19.34,12.2,11.53846154,6.08974359,2.564102564,4.166666667,15.38461538,19.87179487,19.87179487,7.1,3.736654804,72083,39950,7.295373666,704,0.09
Yukon-Koyukuk,16.04,2.65,12.88,12.91,0,74.3,26.67,4.8,0.736887733,4.508019072,4.85478977,5.418292154,12.35370611,36.80104031,9.319462505,12.4,9.422040513,43405,25711,23.21129902,5275,0.04
Arizona,17.9,2.58,11.7,31.21,0.06,65.8,22.51,4.9,0.796003228,0.451290663,7.307638523,7.206791099,5.616092732,49.14355995,14.20936461,4.9,6.320043902,65913,34644,13.49802297,7276316,62.92
Apache,15.85,3.35,17.82,12.83,0.01,80.51,25.62,-0.4,1.766547406,0.916815742,9.073121646,2.08519678,7.703488372,54.67911449,8.87745975,9.1,18.94998542,34788,16888,33.89911143,65623,5.90
Cochise,22.99,2.41,11.32,25.81,0.05,70.14,20.82,0,2.46991624,0.580227124,6.490867632,3.996116768,5.215271036,47.17223941,11.84837333,4.8,5.577400138,55077,29494,14.23629276,126050,20.20
Coconino,13.37,2.56,9.03,38.74,0.04,59.88,20.06,4.1,1.022804983,0.233401719,6.294413225,7.834567241,4.321648381,57.20572057,12.91142628,6,8.349066976,61888,30218,17.56860247,145052,7.79
Gila,29.22,2.34,13.06,18.79,0.01,76.45,19.27,2.9,1.562001913,7.013069812,8.304112209,3.687174583,4.824141962,48.83646796,12.55445755,5,8.795319394,51406,27797,19.81392672,53589,11.20
Graham,13.83,3.01,16.55,14.68,0.05,71.31,28.07,4,2.691049658,8.80166518,10.34046982,4.014272971,4.267023491,44.1049658,15.2765388,4.1,11.16418254,57105,20741,19.96892444,39050,8.34
Greenlee,13.47,2.9,12.32,16,0,53.81,28.44,2.1,2.714388662,34.56641845,7.542637521,3.218832573,1.321162623,35.35911602,8.527504204,4,5.359215107,67723,27407,11.57295073,9404,5.19
La Paz,40.33,1.92,16.01,11.82,0.14,71.79,18.43,0.7,9.608066971,0.399543379,7.705479452,3.671993912,5.726788432,40.50608828,14.78310502,5.1,10.41881326,39732,26165,20.1587975,16408,3.68
Maricopa,15.4,2.64,11.16,34.36,0.07,63.82,23.49,5.4,0.36503874,0.168964553,7.453737129,7.635691715,5.762820833,48.17047629,14.37775391,4.5,5.633650163,72944,37570,12.04416425,4496588,480.40
Mohave,31.11,2.24,12.55,14.63,-0.01,71.67,16.79,6.2,0.54660643,0.55319205,7.819764762,5.518749259,6.456541496,50.86600898,14.6912003,5.5,7.078772827,49738,29657,15.99859455,217692,16.00
Navajo,18.83,2.84,15.45,16.66,0.02,70.93,25.78,4,1.605869527,0.766102894,8.978136602,2.315987978,5.837114739,53.29129589,13.76038659,6.5,12.75705485,46126,20858,25.52760718,108147,10.73
Pima,20.17,2.41,10.65,34.37,0.07,64.15,20.05,3.1,0.378386527,0.60100539,6.229177272,6.763986866,4.956819805,54.15274844,13.4340325,5,7.320975865,59215,33016,15.12317432,1052030,113.56
Pinal,20.9,2.74,12.43,20.89,0.04,78.09,23.43,5.2,1.844486427,0.898006364,7.446306056,8.842721488,6.054240827,45.14827981,14.70244606,4.7,5.143866696,65488,29284,11.39558119,449557,79.25
Santa Cruz,18.49,2.87,22.26,23.04,0.13,67.35,26.13,3.7,3.60841424,0.582524272,6.882416397,4.449838188,11.87162891,39.52535059,18.73247033,8.7,6.927379036,45089,22985,21.64223371,47883,38.56
Yavapai,32.74,2.2,8.45,27.77,-0.01,72.17,15.69,5,0.827953971,1.365530344,9.21867916,5.597055204,4.001597617,52.17513331,15.24104579,4.1,5.099654438,56170,33588,12.46247688,242253,29.08
Yuma,19.33,2.71,25.09,15.69,0.14,68.41,24.87,3.7,9.74475492,0.144829327,6.062901104,5.326796083,5.6111399,44.70309988,14.76329042,12.9,8.782225842,52563,25057,18.32641946,206990,36.98
Arkansas,17.14,2.53,12.31,24.3,0.03,66.06,23.22,0.4,2.17452167,0.408356937,7.140563125,13.2457015,6.004059921,44.85365748,15.43395458,4,6.657135479,52123,29210,16.01078757,3025891,57.92
Arkansas,19.87,2.58,13.31,16.57,0.01,66.72,22.49,0.6,9.134243752,0.141716053,5.591342438,23.48621489,5.913424375,34.34681783,12.3164133,3.4,4.95969877,55022,28815,16.37936106,16722,17.28
Ashley,20.92,2.65,14.82,12.02,0,73.75,22.69,-3.2,9.385617214,0.311438279,8.578708947,15.57191393,6.8799547,39.38278596,10.58890147,7.4,7.914867045,42683,25641,20.59114326,18674,20.60
Baxter,30.61,2.18,11.35,18.61,-0.01,75.66,17.46,0.6,1.203146691,0.231374364,7.033780657,17.76294044,3.404508495,43.84874727,16.71183976,3.7,4.304902128,43530,28726,14.01652731,42144,75.15
Benton,13.36,2.73,10.29,34.56,0.07,66.97,26.63,2.1,1.116613547,0.267666343,7.493198941,13.17108037,5.453975246,40.08795793,24.73908002,2.8,3.288692691,76887,39045,8.075611979,293692,335.41
Boone,20.84,2.44,10.89,17.76,-0.01,70.46,22.18,2,1.758593126,0.245957081,8.159626145,11.40625961,13.57683084,43.96482814,11.91047162,3,5.103148751,48625,25850,13.30076004,37830,63.37
Bradley,18.89,2.81,15.87,12.52,0.01,64.89,25.49,-6,11.19459053,0.15026296,8.665164037,19.48409717,2.529426496,38.24192337,9.541697972,4.7,5.43654194,41972,23162,14.75768828,10408,16.24
Calhoun,21.57,3.16,15.79,12.25,0,84.74,20.22,1,4.126473741,4.769560557,11.36120043,12.9153269,6.91318328,34.19078242,14.36227224,3.3,4.459142309,55904,25482,9.942393855,4741,7.54
Carroll,23.5,2.5,14.79,22.02,0.05,75.98,21.86,2.2,7.606757789,0,9.406571016,23.77111809,3.803378895,34.78223958,10.93471432,3.4,5.208931649,53366,27416,14.29494543,28435,44.86
Chicot,21.65,2.43,21.61,14.76,0,67.94,21.58,-1.9,9.392446634,0,6.732348112,18.52216749,3.02134647,36.22331691,11.95402299,8.6,16.65644799,33770,21820,29.58307787,10019,16.03
